"","Barcode","block","g_alias","datePlant","dateMature","daysToMaturity","plantCount","hundredSeedWeight","podWseedWeight","seedWeight","meanSeedpPod","tenPodWeight","seedpPod1","seedpPod2","seedpPod3","seedpPod4","seedpPod5","seedpPod6","seedpPod7","seedpPod8","seedpPod9","seedpPod10","genotype","soilSample"
"377","126_2","3","VI002647AG",2022-10-06,"12/23/2022",78,20,6.73,254,152,12.5,12.3,14,12,13,13,14,13,13,11,10,12,"MMC132","Wm2"
"378","20_5","1","VI002647AG",2022-10-06,"12/19/2022",74,20,6.77,230,142,12,11.24,14,11,13,12,10,13,10,13,11,13,"MMC132","Es1"
"379","135_4","2","VI002672AG",2022-10-06,"12/21/2022",76,17,6.03,230,132,12.6,11.92,13,12,11,13,12,14,12,13,14,12,"MMC133","En2"
"380","66_5","1","VI002672AG",2022-10-06,"12/21/2022",76,9,5.91,248,140,12.3,10.22,10,14,15,13,12,11,10,12,12,14,"MMC133","Em1"
"381","15_2","3","VI002739AG",2022-10-06,"12/19/2022",74,20,6.35,102,48,11.8,10.54,12,9,12,11,12,14,11,15,12,10,"MMC134","Ws2"
"382","26_2","2","VI002739AG",2022-10-06,"12/14/2022",69,18,6.56,196,124,12.1,8.21,12,12,9,14,12,10,14,15,11,12,"MMC134","Ws1"
"383","71_4","2","VI002802A-BR",2022-10-06,"12/28/2022",83,20,4.69,158,86,12.2,6.9,13,13,11,10,14,10,11,13,12,15,"MMC135","Em2"
"384","82_1","1","VI002802A-BR",2022-10-06,"12/23/2022",78,20,4.68,216,122,13.4,8.79,14,13,14,14,14,13,14,12,13,13,"MMC135","Em1"
"385","134_4","2","VI002859BG",2022-10-06,"12/16/2022",71,20,4.19,324,184,12.5,6.64,12,13,14,13,14,10,14,12,10,13,"MMC136","En2"
"386","171_2","3","VI002859BG",2022-10-06,"12/26/2022",81,20,4.29,238,130,11.7,6.93,11,13,12,12,11,11,12,12,12,11,"MMC136","Wn1"
"387","84_5","1","VI002859BG",2022-10-06,"12/19/2022",74,20,4.24,296,154,11.9,7.23,11,11,12,12,12,13,12,13,13,10,"MMC136","Em1"
"388","131_5","1","VI002860AG",2022-10-06,"12/19/2022",74,20,4.13,232,110,10.9,5.99,10,9,11,12,12,11,12,10,11,11,"MMC137","En1"
"389","62_2","3","VI002860AG",2022-10-06,"12/16/2022",71,20,3.99,184,110,10.3,5.68,9,10,11,9,11,10,10,10,11,12,"MMC137","Ws2"
"390","136_2","2","VI002872BG",2022-10-06,"12/26/2022",81,20,5.12,302,198,13.5,11.37,11,14,14,14,13,14,13,14,14,14,"MMC138","En2"
"391","97_5","1","VI002872BG",2022-10-06,"12/16/2022",71,20,5.08,344,234,14.1,9.22,14,13,14,14,16,12,16,14,14,14,"MMC138","Em1"
"392","143_3","3","VI002877BG",2022-10-06,"12/19/2022",74,20,4.16,328,214,13.1,8.12,13,14,14,12,13,13,14,14,12,12,"MMC139","Wn2"
"393","182_2","2","VI002877BG",2022-10-06,"12/14/2022",69,20,4.25,272,194,12.9,7.59,13,12,12,14,13,14,13,13,14,11,"MMC139","En2"
"394","82_4","1","VI002877BG",2022-10-06,"12/23/2022",78,20,4.17,306,196,13.1,6.92,13,14,11,12,14,14,14,12,14,13,"MMC139","Em1"
"395","168_1","2","VI002894B-BR",2022-10-06,"12/14/2022",69,20,4.65,296,198,12.5,9.62,9,12,14,12,13,14,13,12,14,12,"MMC140","En2"
"396","17_2","1","VI002894B-BR",2022-10-06,"12/16/2022",71,20,4.88,194,118,11.7,6.47,13,9,12,10,12,12,11,13,13,12,"MMC140","Es1"
"397","92_3","3","VI002894B-BR",2022-10-06,"12/14/2022",69,12,5,162,106,11.3,7.9,12,10,9,13,12,12,11,10,12,12,"MMC140","Wm1"
"398","185_4","2","VI002926AG",2022-10-06,"12/26/2022",81,20,3.81,124,66,12.1,6.91,12,13,13,12,12,12,12,11,12,12,"MMC141","Wn1"
"399","94_3","3","VI002926AG",2022-10-06,"12/28/2022",83,20,3.94,214,130,13.1,6.35,13,13,14,13,13,14,13,13,14,11,"MMC141","Wm2"
"400","134_1","2","VI002934AG",2022-10-06,"12/26/2022",81,20,4.1,244,154,12.7,7.54,14,12,13,14,15,12,12,13,11,11,"MMC142","En2"
"401","145_1","1","VI002934AG",2022-10-06,"12/26/2022",81,20,4.22,366,222,13.7,6.92,14,13,14,14,14,14,12,13,15,14,"MMC142","En1"
"402","28_1","3","VI002934AG",2022-10-06,"12/19/2022",74,17,4.08,186,110,13.2,7.77,14,15,15,14,13,13,12,12,12,12,"MMC142","Ws1"
"403","142_4","3","VI002986AG",2022-10-06,"12/29/2022",84,20,3.88,186,116,13.1,7.17,14,12,14,14,13,12,14,13,12,13,"MMC143","Wn2"
"404","178_3","1","VI002986AG",2022-10-06,"12/29/2022",84,20,3.84,176,90,13.2,6.41,13,12,13,13,14,12,13,14,14,14,"MMC143","En1"
"405","173_4","3","VI002993BG",2022-10-06,"12/19/2022",74,20,3.96,346,240,13.1,7.27,13,13,11,14,12,13,11,15,15,14,"MMC144","Wn2"
"406","180_2","1","VI002993BG",2022-10-06,"12/26/2022",81,20,3.9,280,174,13.8,7.39,13,14,14,14,14,14,15,13,14,13,"MMC144","En1"
"407","15_1","3","VI002999AG",2022-10-06,"12/23/2022",78,20,3.81,230,130,12,6.63,13,12,11,12,13,12,12,10,12,13,"MMC145","Ws2"
"408","24_2","2","VI002999AG",2022-10-06,"12/23/2022",78,20,3.99,138,70,12.3,6.45,12,12,13,12,12,13,13,12,12,12,"MMC145","Es2"
"409","69_5","1","VI002999AG",2022-10-06,"12/16/2022",71,20,3.9,176,102,12.8,6.69,11,12,14,14,13,14,12,12,12,14,"MMC145","Em2"
"410","130_4","1","VI003019A-BLM",2022-10-06,"12/12/2022",67,13,4.76,252,160,12,7.09,12,12,11,13,13,12,11,13,11,12,"MMC146","En1"
"411","152_5","2","VI003019A-BLM",2022-10-06,"12/19/2022",74,17,4.59,150,94,9.7,5.7,11,10,8,10,12,10,9,9,10,8,"MMC146","En2"
"412","92_5","3","VI003019A-BLM",2022-10-06,"12/21/2022",76,11,4.4,212,128,10.6,7.27,10,9,11,11,10,12,11,9,13,10,"MMC146","Wm1"
"413","7_3","2","VI003019BG",2022-10-06,"12/19/2022",74,20,4.85,200,138,13.5,9.11,13,14,12,13,14,14,14,14,14,13,"MMC147","Es2"
"414","85_4","1","VI003019BG",2022-10-06,"12/28/2022",83,16,5.09,100,52,12.7,9.38,13,13,14,15,13,12,12,12,12,11,"MMC147","Em2"
"415","94_5","3","VI003019BG",2022-10-06,"12/23/2022",78,20,5.29,280,174,13.6,10.41,13,15,14,13,13,12,14,14,15,13,"MMC147","Wm2"
"416","161_4","1","VI003034BG",2022-10-06,"12/26/2022",81,20,3.82,232,116,13.6,6.46,14,13,13,15,14,13,13,15,13,13,"MMC148","En1"
"417","186_5","2","VI003034BG",2022-10-06,"12/21/2022",76,20,3.85,240,144,13.2,6.32,14,15,17,11,12,12,14,12,13,12,"MMC148","Wn1"
"418","30_5","3","VI003034BG",2022-10-06,"12/19/2022",74,20,3.81,302,198,13.2,6.9,14,14,14,14,13,13,14,13,11,12,"MMC148","Ws2"
"419","131_4","1","VI003035AG",2022-10-06,"12/26/2022",81,18,3.82,126,68,11.9,5.91,12,13,12,13,13,13,12,10,10,11,"MMC149","En1"
"420","135_2","2","VI003035AG",2022-10-06,"12/26/2022",81,16,3.69,92,44,12.8,6.43,14,12,13,13,14,13,13,11,13,12,"MMC149","En2"
"421","94_4","3","VI003035AG",2022-10-06,"12/28/2022",83,15,3.85,192,104,12.4,6.25,12,11,14,13,13,12,11,15,12,11,"MMC149","Wm2"
"422","138_5","2","VI003057BG",2022-10-06,"12/26/2022",81,20,3.9,246,150,12.8,7.01,11,12,13,12,12,15,12,12,14,15,"MMC150","Wn1"
"423","33_1","1","VI003057BG",2022-10-06,"12/23/2022",78,20,3.87,258,150,12.2,6.51,14,13,12,12,12,10,11,12,15,11,"MMC150","Es1"
"424","143_2","3","VI003062BG",2022-10-06,"12/29/2022",84,20,4.51,112,64,11.9,9.07,12,12,12,13,14,12,13,11,11,9,"MMC151","Wn2"
"425","52_1","1","VI003062BG",2022-10-06,"12/29/2022",84,20,4.48,114,60,12.6,7.07,13,11,12,13,14,11,12,14,13,13,"MMC151","Es1"
"426","155_2","3","VI003068A-BR",2022-10-06,"12/29/2022",84,12,3.46,54,28,12.1,5.93,13,14,12,11,12,10,12,13,11,13,"MMC152","Wn1"
"427","58_2","2","VI003068A-BR",2022-10-06,"12/19/2022",74,16,3.39,168,86,13.2,6.1,14,13,14,12,13,14,14,14,13,11,"MMC152","Ws1"
"428","68_1","1","VI003068A-BR",2022-10-06,"12/23/2022",78,14,3.35,98,54,11.7,5.97,12,11,9,12,10,14,11,11,14,13,"MMC152","Em1"
"429","158_5","3","VI003070AG",2022-10-06,"12/21/2022",76,20,3.65,180,120,12.9,5.84,12,15,12,12,14,14,12,14,12,12,"MMC153","Wn2"
"430","185_5","2","VI003070AG",2022-10-06,"12/19/2022",74,20,3.68,196,132,13.1,5.94,14,12,13,12,13,14,13,14,13,13,"MMC153","Wn1"
"431","142_3","3","VI003083BG",2022-10-06,"12/26/2022",81,20,4.23,224,128,13.3,7.35,14,15,13,14,15,11,11,13,13,14,"MMC154","Wn2"
"432","167_1","2","VI003083BG",2022-10-06,"12/26/2022",81,20,4.28,276,154,13.1,7.36,14,12,13,14,13,14,12,12,13,14,"MMC154","En2"
"433","83_3","1","VI003083BG",2022-10-06,"12/28/2022",83,20,4.14,308,186,14,7.17,14,15,14,14,14,14,14,14,12,15,"MMC154","Em1"
"434","155_4","3","VI003114AG",2022-10-06,"12/26/2022",81,20,3.53,140,62,12.9,7.35,13,12,13,13,13,13,14,13,12,13,"MMC155","Wn1"
"435","167_5","2","VI003114AG",2022-10-06,"12/26/2022",81,20,3.37,100,42,13.1,6.81,14,13,14,13,12,13,13,12,14,13,"MMC155","En2"
"436","162_1","1","VI003135B-BL",2022-10-06,"12/19/2022",74,20,2.96,238,162,12.5,4.71,12,13,12,12,13,12,13,11,12,15,"MMC156","En1"
"437","44_1","3","VI003135B-BL",2022-10-06,"12/14/2022",69,20,3.05,228,142,11.8,4.5,12,11,13,12,13,11,12,11,11,12,"MMC156","Ws1"
"438","68_2","1","VI003159AG",2022-10-06,"12/28/2022",83,20,3.47,88,36,12.2,6.03,13,12,10,11,13,12,14,12,13,12,"MMC157","Em1"
"439","78_4","3","VI003159AG",2022-10-06,"12/28/2022",83,20,3.57,166,84,12,5.87,12,12,11,12,11,13,12,11,12,14,"MMC157","Wm2"
"440","90_2","2","VI003159AG",2022-10-06,"12/28/2022",83,20,3.47,100,36,12.2,6.1,13,13,13,11,13,11,12,12,11,13,"MMC157","Wm1"
"441","169_2","2","VI003172BG",2022-10-06,"12/26/2022",81,20,3.89,172,98,12.8,6.83,12,14,12,12,11,14,13,14,13,13,"MMC158","Wn1"
"442","178_5","1","VI003172BG",2022-10-06,"12/26/2022",81,14,3.91,234,140,13.1,6.08,13,14,11,12,13,13,12,14,14,15,"MMC158","En1"
"443","25_1","2","VI003181B-GM",2022-10-06,"12/7/2022",62,12,4.02,184,120,11.3,5.06,12,12,13,11,12,13,9,13,7,11,"MMC159","Ws1"
"444","27_1","3","VI003181B-GM",2022-10-06,"12/14/2022",69,20,3.95,236,154,11.9,6.56,13,12,12,12,10,11,12,11,14,12,"MMC159","Ws1"
"445","85_3","1","VI003181B-GM",2022-10-06,"12/12/2022",67,15,4.02,164,106,11.2,5.42,9,13,10,10,14,12,10,12,12,10,"MMC159","Em2"
"446","161_5","1","VI003183AG",2022-10-06,"12/26/2022",81,20,4.12,216,126,13.7,7.6,15,15,14,15,13,13,11,14,14,13,"MMC160","En1"
"447","182_3","2","VI003183AG",2022-10-06,"12/26/2022",81,19,4.14,206,122,13.2,7.32,12,14,12,14,13,14,14,14,12,13,"MMC160","En2"
"448","44_2","3","VI003183AG",2022-10-06,"12/19/2022",74,20,4.14,242,138,12.6,7.03,11,13,14,12,14,15,11,12,12,12,"MMC160","Ws1"
"449","153_3","2","VI003187BG",2022-10-06,"12/19/2022",74,20,4.65,344,220,12.7,7.52,11,13,14,12,14,13,11,14,13,12,"MMC161","Wn1"
"450","163_5","1","VI003187BG",2022-10-06,"12/26/2022",81,20,4.62,362,162,12.8,8.72,12,13,13,13,11,15,13,13,14,11,"MMC161","En1"
"451","45_4","3","VI003187BG",2022-10-06,"12/19/2022",74,20,4.65,350,222,12.9,8.43,14,15,12,13,12,11,13,13,13,13,"MMC161","Ws2"
"452","139_1","3","VI003212B-BLM",2022-10-06,"12/21/2022",76,20,4.28,300,180,13.4,9.52,13,12,13,13,15,14,13,15,11,15,"MMC162","Wn1"
"453","149_2","1","VI003212B-BLM",2022-10-06,"12/12/2022",67,20,4.42,280,182,12,7.08,12,12,12,11,13,13,12,14,12,9,"MMC162","En2"
"454","169_4","2","VI003212B-BLM",2022-10-06,"12/14/2022",69,20,4.46,250,164,12,7.22,9,11,13,12,13,14,12,12,12,12,"MMC162","Wn1"
"455","169_1","2","VI003220AG",2022-10-06,"12/26/2022",81,20,5.15,288,178,12.2,10.37,13,13,13,12,12,11,10,12,12,14,"MMC163","Wn1"
"456","43_3","3","VI003220AG",2022-10-06,"12/19/2022",74,20,5.22,326,206,12.4,8.33,14,10,14,10,12,13,13,12,13,13,"MMC163","Ws1"
"457","82_5","1","VI003220AG",2022-10-06,"12/21/2022",76,20,5.51,470,284,13.1,8.89,12,12,12,13,13,15,13,14,13,14,"MMC163","Em1"
"458","18_3","1","VI003232AG",2022-10-06,"12/23/2022",78,20,4.09,204,114,13.3,7.24,13,13,13,13,13,13,14,15,14,12,"MMC164","Es1"
"459","30_1","3","VI003232AG",2022-10-06,"12/19/2022",74,20,4,348,218,13.1,6.08,13,14,12,13,13,13,13,14,13,13,"MMC164","Ws2"
"460","56_1","2","VI003232AG",2022-10-06,"12/23/2022",78,20,4.26,198,122,13,6.77,13,12,14,13,14,12,14,14,12,12,"MMC164","Es2"
"461","179_4","1","VI003235AG",2022-10-06,"12/26/2022",81,20,4.11,192,98,13.2,6.83,12,11,12,14,11,15,16,15,13,13,"MMC165","En1"
"462","44_4","3","VI003235AG",2022-10-06,"12/21/2022",76,20,4.07,258,150,12.8,7.3,14,13,11,13,12,11,14,13,13,14,"MMC165","Ws1"
"463","138_1","2","VI003242AG",2022-10-06,"12/19/2022",74,20,4.94,330,216,12.5,8.71,14,12,13,10,14,13,12,12,13,12,"MMC166","Wn1"
"464","173_3","3","VI003242AG",2022-10-06,"12/16/2022",71,20,4.97,190,126,12.9,7.7,15,13,11,11,14,13,11,13,14,14,"MMC166","Wn2"
"465","4_3","1","VI003242AG",2022-10-06,"12/14/2022",69,20,4.8,270,180,12,8.24,12,14,13,13,12,13,12,11,10,10,"MMC166","Es1"
"466","175_4","3","VI003251A-BL",2022-10-06,"12/21/2022",76,20,3.41,198,102,12,5.37,12,12,12,10,13,12,14,12,11,12,"MMC167","Wn2"
"467","50_5","1","VI003251A-BL",2022-10-06,"12/28/2022",83,20,3.32,68,32,11.7,5.06,12,12,12,13,11,12,12,12,10,11,"MMC167","Es1"
"468","87_1","2","VI003251A-BL",2022-10-06,"12/23/2022",78,20,3.37,152,76,11.6,5.09,12,12,9,13,11,13,11,11,12,12,"MMC167","Em2"
"469","18_5","1","VI003251A-BLM",2022-10-06,"12/19/2022",74,20,3.37,176,98,11.6,5,11,10,12,10,12,12,14,13,10,12,"MMC168","Es1"
"470","88_5","2","VI003251A-BLM",2022-10-06,"12/28/2022",83,20,3.35,110,48,11.6,5.35,12,11,11,9,14,12,10,12,12,13,"MMC168","Em2"
"471","91_3","3","VI003251A-BLM",2022-10-06,"12/28/2022",83,20,3.4,80,44,11.8,5.52,11,12,13,11,13,12,12,12,11,11,"MMC168","Wm1"
"472","138_2","2","VI003252BG",2022-10-06,"12/21/2022",76,20,2.91,120,64,13.1,5.26,14,12,12,12,13,13,14,12,15,14,"MMC169","Wn1"
"473","18_2","1","VI003252BG",2022-10-06,"12/19/2022",74,20,2.85,162,88,13,4.77,15,14,14,13,10,13,13,12,13,13,"MMC169","Es1"
"474","183_3","2","VI003255AG",2022-10-06,"12/26/2022",81,20,3.92,212,94,12.5,7.02,12,12,14,12,11,13,13,12,13,13,"MMC170","En2"
"475","190_2","3","VI003255AG",2022-10-06,"12/26/2022",81,20,4.05,276,186,12.7,7.47,13,12,12,13,13,14,13,13,12,12,"MMC170","Wn2"
"476","139_3","3","VI003276BG",2022-10-06,"12/21/2022",76,20,3.83,242,158,13.7,7.65,14,11,15,14,12,13,14,14,15,15,"MMC171","Wn1"
"477","169_5","2","VI003276BG",2022-10-06,"12/19/2022",74,20,3.82,206,136,13.6,7.81,14,14,11,15,15,15,14,13,11,14,"MMC171","Wn1"
"478","82_2","1","VI003276BG",2022-10-06,"12/12/2022",67,20,3.83,230,156,12.8,5.87,10,12,12,14,13,13,14,14,13,13,"MMC171","Em1"
"479","173_2","3","VI003329AG",2022-10-06,"12/26/2022",81,20,3.88,150,76,12.3,6.19,12,10,13,14,11,14,13,13,12,11,"MMC172","Wn2"
"480","68_4","1","VI003329AG",2022-10-06,"12/28/2022",83,20,3.82,132,74,12.2,5.78,12,12,12,14,13,13,12,13,8,13,"MMC172","Em1"
"481","86_1","2","VI003329AG",2022-10-06,"12/19/2022",74,20,3.89,202,112,12.9,6.24,13,14,13,13,14,13,13,12,12,12,"MMC172","Em2"
"482","49_1","1","VI003332AG",2022-10-06,"12/21/2022",76,20,4.02,220,116,11.8,5.58,13,10,13,12,11,13,11,11,12,12,"MMC173","Es1"
"483","78_1","3","VI003332AG",2022-10-06,"12/28/2022",83,20,4.2,270,152,12.6,7.96,12,11,14,13,14,15,10,13,12,12,"MMC173","Wm2"
"484","25_4","2","VI003337BG",2022-10-06,"12/28/2022",83,12,3.77,112,62,13.8,6.49,13,13,14,13,14,15,15,13,14,14,"MMC174","Ws1"
"485","61_5","3","VI003337BG",2022-10-06,"12/29/2022",84,12,3.71,134,74,12.6,4.91,14,12,12,12,12,14,14,12,12,12,"MMC174","Ws2"
"486","66_4","1","VI003337BG",2022-10-06,"12/29/2022",84,20,3.75,56,20,13.4,6.64,15,12,12,14,13,14,13,14,13,14,"MMC174","Em1"
"487","87_3","2","VI003364AG",2022-10-06,"12/19/2022",74,20,5.33,316,188,12.2,10.62,12,14,12,12,11,11,13,12,13,12,"MMC175","Em2"
"488","185_3","2","VI003379BG",2022-10-06,"12/26/2022",81,20,4.66,164,78,15.2,8.9,15,15,15,15,16,15,17,15,13,16,"MMC176","Wn1"
"489","187_2","3","VI003379BG",2022-10-06,"12/26/2022",81,20,4.64,154,88,12.7,8.52,12,15,11,12,14,12,12,12,15,12,"MMC176","Wn1"
"490","98_2","1","VI003379BG",2022-10-06,"12/26/2022",81,20,4.5,250,148,13.5,9.83,13,13,13,14,15,14,14,13,14,12,"MMC176","Em1"
"491","156_1","3","VI003382BG",2022-10-06,"12/29/2022",84,20,4.14,114,66,12.5,6.27,12,14,12,12,13,13,12,14,12,11,"MMC177","Wn1"
"492","89_5","2","VI003382BG",2022-10-06,"12/28/2022",83,20,3.98,196,116,12.1,5.77,13,12,13,13,12,10,12,12,12,12,"MMC177","Wm1"
"493","135_3","2","VI003407AG",2022-10-06,"12/29/2022",84,20,3.61,276,162,11.1,5.75,11,11,10,12,11,12,11,12,11,10,"MMC178","En2"
"494","19_2","1","VI003407AG",2022-10-06,"12/19/2022",74,20,3.66,268,172,11.2,4.76,12,12,11,10,10,12,12,12,10,11,"MMC178","Es1"
"495","44_5","3","VI003413BG",2022-10-06,"12/19/2022",74,16,4.02,238,126,11.9,6.7,10,11,12,13,12,13,11,12,12,13,"MMC179","Ws1"
"496","74_2","2","VI003413BG",2022-10-06,"12/26/2022",81,20,3.99,264,150,12.2,6.18,13,11,11,12,12,13,13,12,12,13,"MMC179","Wm1"
"497","166_2","2","VI003440AG",2022-10-06,"12/26/2022",81,20,4.35,260,166,11.5,7.17,12,10,12,12,12,13,12,11,12,9,"MMC180","En2"
"498","181_2","1","VI003440AG",2022-10-06,"12/16/2022",71,20,4.29,288,182,10.6,5.55,10,12,12,12,11,7,9,10,12,11,"MMC180","En2"
"499","45_3","3","VI003440AG",2022-10-06,"12/19/2022",74,20,4.22,256,150,11.8,6.73,11,11,11,12,12,13,12,11,12,13,"MMC180","Ws2"
"500","159_3","3","VI003455AG",2022-10-06,"12/19/2022",74,20,4.38,206,130,12.9,7.19,13,11,13,12,13,13,13,12,14,15,"MMC181","Wn2"
"501","162_3","1","VI003455AG",2022-10-06,"12/29/2022",84,20,4.35,118,58,12,7.85,14,12,10,12,11,9,12,14,14,12,"MMC181","En1"
"502","70_3","2","VI003455AG",2022-10-06,"12/28/2022",83,20,4.32,54,12,11.7,6.94,12,12,10,11,11,13,12,11,12,13,"MMC181","Em2"
"503","154_2","2","VI003456AG",2022-10-06,"12/29/2022",84,16,3.89,72,36,12.9,6.76,13,13,13,14,14,10,14,13,13,12,"MMC182","Wn1"
"504","180_5","1","VI003456AG",2022-10-06,"12/26/2022",81,20,3.72,90,38,12.3,6.29,13,12,12,12,13,10,12,12,14,13,"MMC182","En1"
"505","75_2","3","VI003456AG",2022-10-06,"12/23/2022",78,20,3.93,120,44,13.1,6.6,14,14,15,14,11,13,12,13,13,12,"MMC182","Wm1"
"506","138_3","2","VI003465BG",2022-10-06,"12/26/2022",81,20,4.03,212,128,13.8,7.47,14,15,13,15,14,12,14,14,13,14,"MMC183","Wn1"
"507","17_4","1","VI003465BG",2022-10-06,"12/23/2022",78,20,3.9,110,46,13.1,6,14,13,11,14,13,14,13,12,14,13,"MMC183","Es1"
"508","30_4","3","VI003465BG",2022-10-06,"12/21/2022",76,20,3.99,292,172,13.2,6.79,12,13,15,14,14,14,14,13,11,12,"MMC183","Ws2"
"509","142_2","3","VI003470BG",2022-10-06,"12/26/2022",81,15,6.04,332,210,13.6,11.33,12,15,14,14,14,13,14,12,14,14,"MMC184","Wn2"
"510","37_5","1","VI003470BG",2022-10-06,"12/14/2022",69,15,5.95,330,234,13.4,10.91,11,14,12,13,13,14,15,14,15,13,"MMC184","Es2"
"511","70_1","2","VI003470BG",2022-10-06,"12/23/2022",78,18,6.12,210,138,12.8,12.07,12,14,11,12,13,13,14,13,13,13,"MMC184","Em2"
"512","34_1","1","VI003480BG",2022-10-06,"12/19/2022",74,9,5.96,170,110,11.5,10.36,13,10,10,12,11,13,12,12,10,12,"MMC185","Es1"
"513","62_1","3","VI003480BG",2022-10-06,"12/19/2022",74,20,5.86,278,164,11.6,10.26,11,14,11,12,10,12,11,14,11,10,"MMC185","Ws2"
"514","22_4","2","VI003490AG",2022-10-06,"12/29/2022",84,12,3.72,92,46,12.2,4.8,12,13,11,11,12,12,12,13,13,13,"MMC186","Es2"
"515","59_1","3","VI003490AG",2022-10-06,"12/21/2022",76,20,3.67,126,68,11.9,5.43,13,13,11,11,12,12,12,12,11,12,"MMC186","Ws1"
"516","97_2","1","VI003490AG",2022-10-06,"12/26/2022",81,20,3.51,180,100,12.5,6.01,11,14,12,14,12,13,13,13,10,13,"MMC186","Em1"
"517","155_5","3","VI003493BG",2022-10-06,"12/26/2022",81,20,3.61,272,156,12.5,6.75,14,12,13,12,12,13,12,12,13,12,"MMC187","Wn1"
"518","17_3","1","VI003493BG",2022-10-06,"12/21/2022",76,20,3.57,264,162,12.4,5.6,12,13,13,12,12,13,12,12,13,12,"MMC187","Es1"
"519","26_4","2","VI003493BG",2022-10-06,"12/19/2022",74,20,3.51,230,150,11.9,5.3,11,12,12,12,11,12,11,13,12,13,"MMC187","Ws1"
"520","165_3","1","VI003514BG",2022-10-06,"12/26/2022",81,20,3.27,148,84,12.2,5.91,12,12,12,15,13,10,10,13,12,13,"MMC188","En2"
"521","88_1","2","VI003514BG",2022-10-06,"12/28/2022",83,20,3.33,120,46,12.9,5.8,12,12,14,13,12,14,12,13,13,14,"MMC188","Em2"
"522","2_3","1","VI003517BG",2022-10-06,"12/19/2022",74,20,3.6,280,172,13.3,5.73,14,13,13,12,13,13,13,14,14,14,"MMC189","Es1"
"523","60_2","3","VI003517BG",2022-10-06,"12/23/2022",78,20,3.61,214,124,12.3,6.36,11,14,14,11,12,12,13,13,13,10,"MMC189","Ws1"
"524","86_5","2","VI003517BG",2022-10-06,"12/16/2022",71,20,3.67,306,198,12.4,5.87,12,11,14,10,13,13,12,14,11,14,"MMC189","Em2"
"525","141_2","3","VI003534AG",2022-10-06,"12/26/2022",81,20,4.6,140,82,13,7.61,14,14,12,13,13,13,11,13,14,13,"MMC190","Wn2"
"526","186_3","2","VI003534AG",2022-10-06,"12/26/2022",81,20,4.41,160,114,12.3,7.58,14,13,12,12,11,13,9,15,12,12,"MMC190","Wn1"
"527","98_5","1","VI003534AG",2022-10-06,"12/26/2022",81,20,4.29,156,86,14.1,9.48,13,14,13,13,14,15,14,16,16,13,"MMC190","Em1"
"528","85_5","1","VI003534BG",2022-10-06,"12/28/2022",83,20,4.3,126,64,13.3,6.22,9,14,15,14,15,14,13,14,14,11,"MMC191","Em2"
"529","187_4","3","VI003548AG",2022-10-06,"12/26/2022",81,20,3.6,198,110,12.7,5.28,13,12,12,13,13,12,13,14,13,12,"MMC192","Wn1"
"530","57_4","2","VI003548AG",2022-10-06,"12/19/2022",74,20,3.66,234,146,12.5,5.69,13,14,12,12,13,12,12,14,11,12,"MMC192","Ws1"
"531","171_5","3","VI003554AG",2022-10-06,"12/26/2022",81,20,4.14,54,18,13.1,6.28,12,13,13,14,13,14,14,12,13,13,"MMC193","Wn1"
"532","180_4","1","VI003554AG",2022-10-06,"12/29/2022",84,20,4.13,72,20,12.4,7.05,14,13,12,11,12,11,13,13,12,13,"MMC193","En1"
"533","57_2","2","VI003554AG",2022-10-06,"12/19/2022",74,20,4,144,64,12.1,7.8,14,14,11,12,12,10,11,12,12,13,"MMC193","Ws1"
"534","152_2","2","VI003560BG",2022-10-06,"12/26/2022",81,20,3.96,134,76,12.3,5.86,13,14,11,13,11,11,14,11,12,13,"MMC194","En2"
"535","172_5","3","VI003560BG",2022-10-06,"12/26/2022",81,20,3.71,140,74,12.5,6.17,12,14,12,12,12,12,13,14,12,12,"MMC194","Wn1"
"536","69_3","1","VI003560BG",2022-10-06,"12/28/2022",83,20,3.93,102,48,12.9,5.71,13,13,14,13,12,12,13,12,13,14,"MMC194","Em2"
"537","26_3","2","VI003563A-BR",2022-10-06,"12/23/2022",78,10,3.91,128,70,14.1,6.85,12,14,15,15,14,15,13,14,15,14,"MMC195","Ws1"
"538","4_2","1","VI003563A-BR",2022-10-06,"12/28/2022",83,20,3.86,94,54,12.7,6.55,12,14,12,12,12,13,13,13,13,13,"MMC195","Es1"
"539","170_1","2","VI003577AG",2022-10-06,"12/19/2022",74,12,4.49,292,196,12.2,7.64,13,12,11,12,13,13,11,12,12,13,"MMC196","Wn1"
"540","4_1","1","VI003577AG",2022-10-06,"12/21/2022",76,13,4.43,68,28,12.8,7.64,10,11,13,14,12,13,13,15,14,13,"MMC196","Es1"
"541","163_1","1","VI003602AG",2022-10-06,"12/26/2022",81,14,4.47,164,86,12.6,8.25,12,13,13,13,13,10,13,12,14,13,"MMC197","En1"
"542","184_2","2","VI003602AG",2022-10-06,"12/26/2022",81,11,4.41,176,100,12.3,7.66,12,12,12,10,11,13,14,13,13,13,"MMC197","En2"
"543","189_1","3","VI003602AG",2022-10-06,"12/26/2022",81,14,4.61,176,106,12.1,8.14,11,11,12,12,11,13,12,13,12,14,"MMC197","Wn2"
