,Barcode,block,g_alias,datePlant,dateMature,daysToMaturity,plantCount,hundredSeedWeight,podWseedWeight,seedWeight,meanSeedpPod,tenPodWeight,seedpPod1,seedpPod2,seedpPod3,seedpPod4,seedpPod5,seedpPod6,seedpPod7,seedpPod8,seedpPod9,seedpPod10,genotype,soilSample
173,131_3,1,VI003886B-BR,10/6/2022,12/26/2022,81,20,4.41,248,148,11.1,6.53,12,11,12,11,11,10,10,11,11,12,MMC217,En1
174,131_4,1,VI003035AG,10/6/2022,12/26/2022,81,18,3.82,126,68,11.9,5.91,12,13,12,13,13,13,12,10,10,11,MMC149,En1
175,131_5,1,VI002860AG,10/6/2022,12/19/2022,74,20,4.13,232,110,10.9,5.99,10,9,11,12,12,11,12,10,11,11,MMC137,En1
176,132_1,1,VI001579BG,10/6/2022,12/26/2022,81,20,4.81,198,128,13.4,9.64,14,14,14,12,13,13,12,14,14,14,MMC84,En1
177,132_2,1,VI004307AG,10/6/2022,12/21/2022,76,13,4,104,58,12.3,6.8,12,10,13,14,14,11,13,12,12,12,MMC252,En1
178,132_3,1,VI001654BG,10/6/2022,12/26/2022,81,20,3.9,150,86,12.1,7.13,12,12,13,13,7,13,12,13,13,13,MMC90,En1
179,132_4,1,VI001211AG,10/6/2022,12/21/2022,76,20,5.26,170,80,11.9,9.38,14,11,12,13,13,11,10,11,12,12,MMC53,En1
180,132_5,1,VI000203B-BR,10/6/2022,12/26/2022,81,20,3.28,64,34,11.3,5.05,11,12,11,11,12,11,11,11,12,11,MMC8,En1
181,133_1,1,VI004822BG,10/6/2022,12/26/2022,81,20,3.19,146,74,12.4,5.71,13,11,13,13,11,13,13,13,11,13,MMC269,En2
182,133_2,1,VI000852AG,10/6/2022,12/26/2022,81,9,4.77,96,56,11.9,7.13,9,12,12,13,12,12,12,12,12,13,MMC41,En2
183,133_3,1,VI001268BG,10/6/2022,12/26/2022,81,20,4.97,126,70,12.2,8.85,12,12,12,14,13,12,12,12,10,13,MMC56,En2
184,133_4,1,VI004045A-GM,10/6/2022,12/26/2022,81,20,3.38,174,102,12.5,5.88,14,13,14,13,11,13,12,12,12,11,MMC239,En2
185,133_5,1,VI004297AG,10/6/2022,12/12/2022,67,20,4.01,242,152,10.8,6.83,9,11,10,11,12,12,10,10,10,13,MMC250,En2
186,134_1,2,VI002934AG,10/6/2022,12/26/2022,81,20,4.1,244,154,12.7,7.54,14,12,13,14,15,12,12,13,11,11,MMC142,En2
187,134_2,2,VI000532BG,10/6/2022,12/26/2022,81,20,3.3,112,58,13.7,7.01,12,15,14,13,14,13,13,14,15,14,MMC19,En2
188,134_3,2,VI003948B-BR,10/6/2022,12/19/2022,74,20,4.54,324,184,12.7,9.33,12,13,11,13,14,13,14,13,13,11,MMC229,En2
189,134_4,2,VI002859BG,10/6/2022,12/16/2022,71,20,4.19,324,184,12.5,6.64,12,13,14,13,14,10,14,12,10,13,MMC136,En2
190,134_5,2,VI003534BG,10/6/2022,12/26/2022,81,20,4.36,90,42,13.4,6.7,14,13,13,13,11,15,12,15,15,13,MMC191,En2
191,135_1,2,VI004958BG,10/6/2022,12/26/2022,81,17,4.89,202,116,14.1,11.23,15,14,14,15,14,13,15,14,13,14,MMC284,En2
192,135_2,2,VI003035AG,10/6/2022,12/26/2022,81,16,3.69,92,44,12.8,6.43,14,12,13,13,14,13,13,11,13,12,MMC149,En2
193,135_3,2,VI003407AG,10/6/2022,12/29/2022,84,20,3.61,276,162,11.1,5.75,11,11,10,12,11,12,11,12,11,10,MMC178,En2
194,135_4,2,VI002672AG,10/6/2022,12/21/2022,76,17,6.03,230,132,12.6,11.92,13,12,11,13,12,14,12,13,14,12,MMC133,En2
195,135_5,2,VI001096AG,10/6/2022,12/19/2022,74,20,6.74,400,226,13.2,12.5,13,13,15,14,12,12,11,13,14,15,MMC48,En2
196,136_1,2,VI003929A-BL,10/6/2022,12/19/2022,74,20,3.07,228,128,12.3,5.8,12,12,13,12,13,12,12,13,12,12,MMC225,En2
197,136_2,2,VI002872BG,10/6/2022,12/26/2022,81,20,5.12,302,198,13.5,11.37,11,14,14,14,13,14,13,14,14,14,MMC138,En2
198,136_3,2,VI004351AG,10/6/2022,12/26/2022,81,20,3.77,184,100,12.7,7.2,13,14,9,13,13,13,14,12,12,14,MMC255,En2
199,136_4,2,VI001806AG,10/6/2022,12/26/2022,81,20,3.6,194,116,11.5,6.42,10,10,12,11,10,12,12,11,14,13,MMC99,En2
200,136_5,2,VI000942AG,10/6/2022,12/21/2022,76,13,5.35,174,104,13.4,9.95,11,12,13,13,16,15,12,15,13,14,MMC43,En2
201,137_1,2,VI001579BG,10/6/2022,12/26/2022,81,20,4.88,174,104,12,9.16,13,15,13,9,12,12,11,9,13,13,MMC84,Wn1
202,137_2,2,VI001652BG,10/6/2022,12/29/2022,84,20,4.15,144,88,12.7,8.08,13,12,12,12,13,12,13,14,13,13,MMC89,Wn1
203,137_3,2,VI003720BG,10/6/2022,12/26/2022,81,20,3.11,122,74,13.3,6.28,12,13,13,13,14,14,13,15,13,13,MMC205,Wn1
204,137_4,2,VI005066A-GM,10/6/2022,12/26/2022,81,20,4,74,26,10.9,6.23,12,13,11,10,11,11,8,11,10,12,MMC292,Wn1
205,137_5,2,VI000203B-BR,10/6/2022,12/26/2022,81,20,3.32,108,62,11.4,5.83,12,12,12,11,12,12,12,10,9,12,MMC8,Wn1
206,138_1,2,VI003242AG,10/6/2022,12/19/2022,74,20,4.94,330,216,12.5,8.71,14,12,13,10,14,13,12,12,13,12,MMC166,Wn1
207,138_2,2,VI003252BG,10/6/2022,12/21/2022,76,20,2.91,120,64,13.1,5.26,14,12,12,12,13,13,14,12,15,14,MMC169,Wn1
208,138_3,2,VI003465BG,10/6/2022,12/26/2022,81,20,4.03,212,128,13.8,7.47,14,15,13,15,14,12,14,14,13,14,MMC183,Wn1
209,138_4,2,VI001756BG,10/6/2022,12/19/2022,74,20,3.94,268,166,12.5,6.95,13,12,14,14,11,11,12,12,13,13,MMC97,Wn1
210,138_5,2,VI003057BG,10/6/2022,12/26/2022,81,20,3.9,246,150,12.8,7.01,11,12,13,12,12,15,12,12,14,15,MMC150,Wn1
211,139_1,3,VI003212B-BLM,10/6/2022,12/21/2022,76,20,4.28,300,180,13.4,9.52,13,12,13,13,15,14,13,15,11,15,MMC162,Wn1
212,139_2,3,VI000981BG,10/6/2022,12/26/2022,81,20,4.25,264,168,13.5,11.01,15,15,13,12,14,14,12,14,13,13,MMC45,Wn1
213,139_3,3,VI003276BG,10/6/2022,12/21/2022,76,20,3.83,242,158,13.7,7.65,14,11,15,14,12,13,14,14,15,15,MMC171,Wn1
214,139_4,3,VI003925B-BLM,10/6/2022,12/29/2022,84,20,3.56,52,20,10.9,5.83,9,13,11,12,10,12,9,12,11,10,MMC223,Wn1
215,139_5,3,VI002646AG,10/6/2022,12/29/2022,84,20,6.02,204,134,13.5,11.77,12,14,15,13,15,12,14,13,13,14,MMC131,Wn1
216,14_1,3,VI004710AG,10/6/2022,12/19/2022,74,15,4.31,266,154,12.6,7.92,11,13,12,11,12,14,12,15,12,14,MMC263,Ws2
217,14_2,3,VI000578AG,10/6/2022,12/28/2022,83,13,3.27,90,42,12.2,5.76,12,12,13,13,12,12,12,11,13,12,MMC25,Ws2
218,14_3,3,VI000461BG,10/6/2022,12/14/2022,69,16,4.31,292,218,13,7.85,11,14,13,13,14,14,13,14,12,12,MMC17,Ws2
219,14_4,3,VI004069BG,10/6/2022,12/19/2022,74,13,4.41,368,236,12.5,7.96,12,12,12,11,13,13,13,13,12,14,MMC241,Ws2
220,14_5,3,VI002532AG,10/6/2022,12/19/2022,74,16,4.75,248,134,12.3,8.13,12,14,10,13,10,14,13,14,11,12,MMC126,Ws2
221,140_1,3,VI001282AG,10/6/2022,12/26/2022,81,20,3.68,222,140,12.9,6.64,13,13,13,14,12,15,14,12,12,11,MMC57,Wn1
222,140_2,3,VI001698BG,10/6/2022,12/16/2022,71,20,4.3,284,172,13.1,8.48,15,12,14,13,13,14,12,13,12,13,MMC93,Wn1
223,140_3,3,VI004838AG,10/6/2022,12/26/2022,81,20,3.84,218,128,13.4,7.88,14,14,13,12,13,14,13,14,13,14,MMC270,Wn1
224,140_4,3,VI002611AG,10/6/2022,12/26/2022,81,20,6.02,156,96,12.7,11.13,12,12,13,12,12,13,13,13,13,14,MMC130,Wn1
225,140_5,3,VI000537BG,10/6/2022,12/19/2022,74,20,3.51,280,188,12.9,6.13,13,13,13,14,13,12,12,12,14,13,MMC20,Wn1
226,141_1,3,VI003734B-BR,10/6/2022,12/26/2022,81,20,4.36,148,90,11.3,8.12,11,11,13,11,11,12,12,10,10,12,MMC208,Wn2
227,141_2,3,VI003534AG,10/6/2022,12/26/2022,81,20,4.6,140,82,13,7.61,14,14,12,13,13,13,11,13,14,13,MMC190,Wn2
228,141_3,3,VI004734AG,10/6/2022,12/14/2022,69,20,3.66,188,112,11.7,5.8,9,12,12,11,12,12,13,12,12,12,MMC264,Wn2
229,141_4,3,VI000238,10/6/2022,12/26/2022,81,20,3.73,118,76,11.8,6.39,11,13,12,12,11,11,11,14,12,11,MMC11,Wn2
230,141_5,3,VI002487AG,10/6/2022,12/29/2022,84,20,3.57,160,78,13.9,6.99,16,14,13,14,14,13,15,12,15,13,MMC124,Wn2
231,142_1,3,VI001412AG,10/6/2022,12/28/2022,83,20,3.32,156,84,13.2,6.29,13,13,13,13,14,14,14,12,14,12,MMC66,Wn2
232,142_2,3,VI003470BG,10/6/2022,12/26/2022,81,15,6.04,332,210,13.6,11.33,12,15,14,14,14,13,14,12,14,14,MMC184,Wn2
233,142_3,3,VI003083BG,10/6/2022,12/26/2022,81,20,4.23,224,128,13.3,7.35,14,15,13,14,15,11,11,13,13,14,MMC154,Wn2
234,142_4,3,VI002986AG,10/6/2022,12/29/2022,84,20,3.88,186,116,13.1,7.17,14,12,14,14,13,12,14,13,12,13,MMC143,Wn2
235,142_5,3,VI000680AG,10/6/2022,12/7/2022,62,20,4.06,338,214,12.5,6.35,12,12,13,12,11,14,13,12,13,13,MMC30,Wn2
236,143_1,3,VI002176AG,10/6/2022,12/21/2022,76,20,3.94,280,176,12.7,6.81,11,11,12,13,14,14,14,12,13,13,MMC111,Wn2
237,143_2,3,VI003062BG,10/6/2022,12/29/2022,84,20,4.51,112,64,11.9,9.07,12,12,12,13,14,12,13,11,11,9,MMC151,Wn2
238,143_3,3,VI002877BG,10/6/2022,12/19/2022,74,20,4.16,328,214,13.1,8.12,13,14,14,12,13,13,14,14,12,12,MMC139,Wn2
239,143_4,3,3890,10/6/2022,12/12/2022,67,18,6.39,326,220,13.5,12.12,15,14,15,13,13,13,12,14,14,12,MBCt,Wn2
240,143_5,3,3890,10/6/2022,12/12/2022,67,20,6.27,352,250,12.3,10.12,12,13,14,13,11,12,14,13,10,11,MBCt,Wn2
241,145_1,1,VI002934AG,10/6/2022,12/26/2022,81,20,4.22,366,222,13.7,6.92,14,13,14,14,14,14,12,13,15,14,MMC142,En1
242,145_2,1,VI003948B-BR,10/6/2022,12/7/2022,62,20,4.55,268,180,11.6,7.08,12,8,13,10,13,12,13,11,11,13,MMC229,En1
243,145_3,1,VI004933AG,10/6/2022,12/26/2022,81,20,3.91,176,100,12.8,7.1,13,14,13,13,12,14,12,13,12,12,MMC277,En1
244,145_4,1,VI003734B-BR,10/6/2022,12/26/2022,81,20,4.46,172,96,12.2,7.61,12,13,13,11,12,13,11,13,11,13,MMC208,En1
245,145_5,1,VI004694BG,10/6/2022,12/19/2022,74,20,4.51,332,170,12.2,6.88,13,11,13,13,12,9,13,10,14,14,MMC262,En1
246,146_1,1,VI004096AG,10/6/2022,12/26/2022,81,20,3.3,108,56,13.3,5.53,12,12,13,13,13,13,16,14,14,13,MMC242,En1
247,146_2,1,VI004302AG,10/6/2022,12/21/2022,76,13,4.17,204,104,10.7,5.82,9,10,10,9,13,7,12,13,12,12,MMC251,En1
248,146_3,1,VI000942AG,10/6/2022,12/26/2022,81,20,5.06,64,28,12.8,9.75,14,12,13,12,11,10,15,14,14,13,MMC43,En1
249,146_4,1,VI000938AG,10/6/2022,12/21/2022,76,20,4.01,292,176,12.1,7.64,12,12,12,12,14,11,12,12,12,12,MMC42,En1
250,146_5,1,VI003664AG,10/6/2022,12/26/2022,81,20,4.08,238,156,12.3,6.69,11,14,12,12,12,11,12,14,12,13,MMC201,En1
251,147_1,1,VI003942AG,10/6/2022,12/16/2022,71,20,4.21,224,136,11.2,5.27,11,9,12,11,14,12,11,11,11,10,MMC226,En1
252,147_2,1,VI001628AG,10/6/2022,12/26/2022,81,20,3.72,224,130,13.2,7.03,13,13,13,12,14,14,13,13,13,14,MMC87,En1
253,147_3,1,VI000589B-BR,10/6/2022,12/14/2022,69,20,4.49,256,170,11.4,7.59,10,13,14,14,11,11,11,12,8,10,MMC26,En1
254,147_4,1,VI001651BG,10/6/2022,12/29/2022,84,20,3.84,124,54,12.4,7,14,11,11,14,12,11,14,12,14,11,MMC88,En1
255,147_5,1,VI002009BG,10/6/2022,12/14/2022,69,20,3.96,402,284,13.3,7.11,12,14,12,14,14,13,14,15,13,12,MMC105,En1
256,148_1,1,VI002173AG,10/6/2022,12/26/2022,81,13,4.08,88,44,12.8,6.32,13,14,15,10,11,11,11,15,14,14,MMC109,En1
257,148_2,1,VI000749AG,10/6/2022,12/26/2022,81,13,3.86,176,98,12.6,7.25,13,13,12,12,13,12,12,12,13,14,MMC35,En1
258,148_3,1,VI003894B-BLM,10/6/2022,12/26/2022,81,20,4.23,128,66,12.3,7.18,13,12,14,12,8,11,15,13,13,12,MMC220,En1
259,148_4,1,VI003893AG,10/6/2022,12/26/2022,81,20,4.69,118,70,13.5,8.28,13,12,13,13,16,15,11,15,12,15,MMC219,En1
260,148_5,1,VI002532AG,10/6/2022,12/26/2022,81,20,5.03,148,84,12.4,8.55,13,12,12,13,12,12,11,12,14,13,MMC126,En1
261,149_1,1,VI003678BG,10/6/2022,12/26/2022,81,20,4.05,194,110,13,7.44,15,14,12,12,11,12,14,13,14,13,MMC202,En2
262,149_2,1,VI003212B-BLM,10/6/2022,12/12/2022,67,20,4.42,280,182,12,7.08,12,12,12,11,13,13,12,14,12,9,MMC162,En2
263,149_3,1,VI001126BG,10/6/2022,12/26/2022,81,20,4.33,88,40,13.7,9.52,15,14,11,13,13,14,14,15,14,14,MMC50,En2
264,149_4,1,3890,10/6/2022,12/14/2022,69,20,6.34,300,194,12.6,12.59,14,13,12,14,14,14,14,10,14,7,MBCt,En2
265,149_5,1,VI004915BG,10/6/2022,12/26/2022,81,20,4.62,290,186,12.5,8.38,13,12,11,12,12,12,13,15,13,12,MMC275,En2
266,15_1,3,VI002999AG,10/6/2022,12/23/2022,78,20,3.81,230,130,12,6.63,13,12,11,12,13,12,12,10,12,13,MMC145,Ws2
267,15_2,3,VI002739AG,10/6/2022,12/19/2022,74,20,6.35,102,48,11.8,10.54,12,9,12,11,12,14,11,15,12,10,MMC134,Ws2
268,15_3,3,VI004145B-BLM,10/6/2022,12/7/2022,62,18,4.02,142,82,11.3,4.86,13,13,10,12,12,9,12,11,10,11,MMC246,Ws2
269,15_4,3,VI003785BG,10/6/2022,12/19/2022,74,15,4.02,136,68,14,8.9,8,16,16,12,14,16,16,16,13,13,MMC213,Ws2
270,15_5,3,VI001403BR,10/6/2022,12/16/2022,71,20,3.91,142,72,11.4,5.95,14,14,11,13,13,11,12,13,4,9,MMC62,Ws2
271,150_1,2,VI000470AG,10/6/2022,12/29/2022,84,20,6.96,140,64,11.7,12.15,11,12,12,10,10,11,11,14,14,12,MMC18,En2
272,150_2,2,VI000317BG,10/6/2022,12/26/2022,81,20,5,218,138,13.4,10.37,15,15,13,14,12,11,13,14,14,13,MMC14,En2
273,150_3,2,VI000625B-BR,10/6/2022,12/19/2022,74,20,4.13,364,230,12,7.02,12,12,14,10,12,12,11,12,12,13,MMC29,En2
274,150_4,2,VI004956AG,10/6/2022,12/26/2022,81,20,3.93,196,96,13.5,7.25,13,13,15,15,13,13,12,14,13,14,MMC282,En2
275,150_5,2,VI001733BG,10/6/2022,12/26/2022,81,20,4.97,246,154,13.6,8.83,12,13,15,14,14,15,14,12,15,12,MMC95,En2
276,151_1,2,VI003959BG,10/6/2022,12/26/2022,81,20,3.93,290,180,12.3,6.47,12,13,13,12,13,13,10,12,13,12,MMC234,En2
277,151_2,2,VI000537BG,10/6/2022,12/19/2022,74,20,3.56,270,182,11.6,5.6,11,12,13,11,10,13,9,12,13,12,MMC20,En2
278,151_3,2,VI004931AG,10/6/2022,12/26/2022,81,15,3.89,162,94,13.1,7.5,14,12,13,14,14,13,13,14,12,12,MMC276,En2
279,151_4,2,KPS2,10/6/2022,12/26/2022,81,20,6.22,180,98,13.1,12.49,13,12,14,12,12,14,14,13,13,14,MB03,En2
280,151_5,2,VI002173AG,10/6/2022,12/26/2022,81,17,4,168,94,13.1,6.92,14,13,11,13,14,14,11,14,14,13,MMC109,En2
281,152_1,2,VI001535BG,10/6/2022,12/26/2022,81,20,3.79,204,128,12.6,7.01,14,12,12,13,12,12,14,13,11,13,MMC77,En2
282,152_2,2,VI003560BG,10/6/2022,12/26/2022,81,20,3.96,134,76,12.3,5.86,13,14,11,13,11,11,14,11,12,13,MMC194,En2
283,152_3,2,VI004969AG,10/6/2022,12/26/2022,81,16,3.91,96,46,12.9,6.46,13,13,13,13,12,13,11,13,14,14,MMC287,En2
284,152_4,2,VI000766BG,10/6/2022,12/19/2022,74,20,3.98,166,108,10.8,6.42,10,10,8,11,11,11,12,11,12,12,MMC37,En2
285,152_5,2,VI003019A-BLM,10/6/2022,12/19/2022,74,17,4.59,150,94,9.7,5.7,11,10,8,10,12,10,9,9,10,8,MMC146,En2
286,153_1,2,VI001562AG,10/6/2022,12/26/2022,81,20,3.65,192,94,12.6,6.15,11,14,13,13,14,13,10,12,13,13,MMC82,Wn1
287,153_2,2,VI001743BG,10/6/2022,12/26/2022,81,20,4.14,160,76,12.6,7.94,13,11,12,14,14,13,13,9,14,13,MMC96,Wn1
288,153_3,2,VI003187BG,10/6/2022,12/19/2022,74,20,4.65,344,220,12.7,7.52,11,13,14,12,14,13,11,14,13,12,MMC161,Wn1
289,153_4,2,VI001221AG,10/6/2022,12/19/2022,74,15,6.95,210,130,11.8,11.1,12,13,12,11,12,9,12,12,12,13,MMC54,Wn1
290,153_5,2,VI003947B-BR,10/6/2022,12/14/2022,69,20,4.41,298,190,12.6,8.06,14,11,12,13,12,15,14,14,10,11,MMC228,Wn1
291,154_1,2,VI001698BG,10/6/2022,12/26/2022,81,20,4.28,184,114,12.6,7.4,13,12,13,12,13,12,15,14,10,12,MMC93,Wn1
292,154_2,2,VI003456AG,10/6/2022,12/29/2022,84,16,3.89,72,36,12.9,6.76,13,13,13,14,14,10,14,13,13,12,MMC182,Wn1
293,154_3,2,VI014178BG,10/6/2022,12/26/2022,81,20,4.12,82,26,13.6,8.38,13,14,14,14,14,13,14,13,14,13,MMC293,Wn1
294,154_4,2,VI003882A-BLM,10/6/2022,12/7/2022,62,20,3.48,132,84,11.5,5.4,12,9,12,12,11,11,10,13,12,13,MMC216,Wn1
295,154_5,2,VI001520A-BLM,10/6/2022,12/19/2022,74,20,3.19,264,162,13.2,6.07,13,14,12,14,12,14,13,13,13,14,MMC75,Wn1
296,155_1,3,VI004096BG,10/6/2022,12/29/2022,84,16,3.8,52,22,11.8,6.44,13,13,14,9,12,11,12,12,11,11,MMC243,Wn1
297,155_2,3,VI003068A-BR,10/6/2022,12/29/2022,84,12,3.46,54,28,12.1,5.93,13,14,12,11,12,10,12,13,11,13,MMC152,Wn1
298,155_3,3,VI000170B-BR,10/6/2022,12/21/2022,76,16,4.65,168,106,9.1,6.25,9,9,9,10,10,9,10,8,9,8,MMC5,Wn1
299,155_4,3,VI003114AG,10/6/2022,12/26/2022,81,20,3.53,140,62,12.9,7.35,13,12,13,13,13,13,14,13,12,13,MMC155,Wn1
300,155_5,3,VI003493BG,10/6/2022,12/26/2022,81,20,3.61,272,156,12.5,6.75,14,12,13,12,12,13,12,12,13,12,MMC187,Wn1
301,156_1,3,VI003382BG,10/6/2022,12/29/2022,84,20,4.14,114,66,12.5,6.27,12,14,12,12,13,13,12,14,12,11,MMC177,Wn1
302,156_2,3,VI003882A-BLM,10/6/2022,12/19/2022,74,20,3.59,280,172,12.2,6.82,12,14,12,11,12,13,14,10,12,12,MMC216,Wn1
303,156_3,3,VI002284BG,10/6/2022,12/21/2022,76,16,4.24,192,122,11.8,6.55,12,13,12,12,11,12,13,10,10,13,MMC118,Wn1
304,156_4,3,VI002402BG,10/6/2022,12/26/2022,81,20,4.85,222,124,12.5,9.38,12,12,12,14,14,13,13,9,12,14,MMC119,Wn1
305,156_5,3,VI001400AG,10/6/2022,12/26/2022,81,20,4.42,146,66,12.8,7.91,11,13,14,14,13,11,12,13,13,14,MMC61,Wn1
306,157_1,3,VI003678BG,10/6/2022,12/26/2022,81,20,4.03,180,90,13.7,7.4,15,12,13,13,15,16,13,13,14,13,MMC202,Wn2
307,157_2,3,VI004877AG,10/6/2022,12/26/2022,81,20,3.96,170,106,12.5,6.94,13,13,12,12,12,13,15,11,11,13,MMC274,Wn2
308,157_3,3,VI002190BG,10/6/2022,12/26/2022,81,20,4.97,274,182,13,8.63,15,12,13,13,13,14,12,13,14,11,MMC113,Wn2
309,157_4,3,VI003942AG,10/6/2022,12/21/2022,76,20,4.13,258,158,10.6,6.82,11,10,11,11,11,10,13,9,10,10,MMC226,Wn2
310,157_5,3,VI003894B-BLM,10/6/2022,12/29/2022,84,20,4.4,140,78,13,8.19,14,11,14,12,14,12,13,14,12,14,MMC220,Wn2
311,158_1,3,VI004694BG,10/6/2022,12/12/2022,67,18,4.52,310,202,10.1,6.59,8,11,10,13,9,9,10,11,9,11,MMC262,Wn2
312,158_2,3,VI000232AG,10/6/2022,12/19/2022,74,15,5.55,308,200,13.1,10.57,14,12,14,10,12,14,14,12,13,16,MMC10,Wn2
313,158_3,3,VI004312AG,10/6/2022,12/21/2022,76,16,4.39,316,194,12.6,8.56,13,13,13,13,12,13,12,12,13,12,MMC253,Wn2
314,158_4,3,VI003929A-BL,10/6/2022,12/12/2022,67,20,3.13,218,148,11.9,5.86,11,12,11,14,12,13,12,11,10,13,MMC225,Wn2
315,158_5,3,VI003070AG,10/6/2022,12/21/2022,76,20,3.65,180,120,12.9,5.84,12,15,12,12,14,14,12,14,12,12,MMC153,Wn2
316,159_1,3,VI004958BG,10/6/2022,12/16/2022,71,12,4.93,280,184,13.5,9.22,13,15,14,12,13,13,13,15,14,13,MMC284,Wn2
317,159_2,3,VI004138BG,10/6/2022,12/29/2022,84,20,4.04,268,166,12.3,7.25,14,13,11,12,13,11,13,11,12,13,MMC245,Wn2
318,159_3,3,VI003455AG,10/6/2022,12/19/2022,74,20,4.38,206,130,12.9,7.19,13,11,13,12,13,13,13,12,14,15,MMC181,Wn2
319,159_4,3,VI002523AG,10/6/2022,12/16/2022,71,20,5.93,326,210,12.2,10.1,13,14,14,11,12,12,11,10,11,14,MMC125,Wn2
320,159_5,3,VI004931AG,10/6/2022,12/26/2022,81,20,4.02,296,192,13.4,6.99,14,15,13,12,12,12,14,14,15,13,MMC276,Wn2
321,161_1,1,VI000981BG,10/6/2022,12/26/2022,81,20,4.29,316,198,12.5,8.16,13,12,14,12,12,12,13,13,12,12,MMC45,En1
322,161_2,1,VI004423AG,10/6/2022,12/26/2022,81,16,3.79,148,78,11.5,5.5,11,12,10,12,12,11,13,13,11,10,MMC256,En1
323,161_3,1,VI004666AG,10/6/2022,12/16/2022,71,20,3.86,182,112,12,5.8,13,14,12,11,12,12,10,12,11,13,MMC260,En1
324,161_4,1,VI003034BG,10/6/2022,12/26/2022,81,20,3.82,232,116,13.6,6.46,14,13,13,15,14,13,13,15,13,13,MMC148,En1
325,161_5,1,VI003183AG,10/6/2022,12/26/2022,81,20,4.12,216,126,13.7,7.6,15,15,14,15,13,13,11,14,14,13,MMC160,En1
326,162_1,1,VI003135B-BL,10/6/2022,12/19/2022,74,20,2.96,238,162,12.5,4.71,12,13,12,12,13,12,13,11,12,15,MMC156,En1
327,162_2,1,VI005022BG,10/6/2022,12/29/2022,84,20,3.8,80,38,13.3,6.64,13,14,13,14,14,14,12,14,13,12,MMC289,En1
328,162_3,1,VI003455AG,10/6/2022,12/29/2022,84,20,4.35,118,58,12,7.85,14,12,10,12,11,9,12,14,14,12,MMC181,En1
329,162_4,1,VI000764AG,10/6/2022,12/26/2022,81,20,4.54,216,126,11.7,8.05,12,11,13,10,11,12,12,12,11,13,MMC36,En1
330,162_5,1,VI003929A-BL,10/6/2022,12/21/2022,76,20,2.81,250,140,13.4,5.57,13,12,15,14,13,13,14,14,13,13,MMC225,En1
331,163_1,1,VI003602AG,10/6/2022,12/26/2022,81,14,4.47,164,86,12.6,8.25,12,13,13,13,13,10,13,12,14,13,MMC197,En1
332,163_2,1,VI002611AG,10/6/2022,12/26/2022,81,20,6,148,76,12.3,10.59,12,13,13,14,11,11,12,11,12,14,MMC130,En1
333,163_3,1,VI001692AG,10/6/2022,12/26/2022,81,20,3.09,164,80,13.8,5.97,14,14,13,14,16,12,13,13,15,14,MMC92,En1
334,163_4,1,VI001539AG,10/6/2022,12/26/2022,81,20,3.25,206,118,12.8,5.52,14,11,13,14,13,12,14,13,13,11,MMC78,En1
335,163_5,1,VI003187BG,10/6/2022,12/26/2022,81,20,4.62,362,162,12.8,8.72,12,13,13,13,11,15,13,13,14,11,MMC161,En1
336,164_1,1,CO6,10/6/2022,12/29/2022,84,20,4.01,190,104,13,7,13,11,14,13,13,13,13,14,12,14,MB14,En1
337,164_2,1,VI001124AG,10/6/2022,12/26/2022,81,20,6.27,204,112,11.3,9.87,10,14,11,9,11,11,13,11,12,11,MMC49,En1
338,164_3,1,VI000317BG,10/6/2022,12/26/2022,81,20,5.04,196,118,13.8,10.68,15,13,11,15,14,14,14,14,15,13,MMC14,En1
339,164_4,1,VI004639AG,10/6/2022,12/26/2022,81,20,4.33,178,110,13.1,8.61,13,14,12,12,12,14,14,13,14,13,MMC259,En1
340,164_5,1,VI000316AG,10/6/2022,12/26/2022,81,20,4.25,192,122,12.8,7.15,14,12,12,13,12,13,12,13,14,13,MMC13,En1
341,165_1,1,VI004347B-BLM,10/6/2022,12/21/2022,76,20,4.05,254,148,12.2,7.77,13,12,10,13,12,11,12,13,13,13,MMC254,En2
342,165_2,1,VI004312AG,10/6/2022,12/14/2022,69,20,4.56,312,196,12.3,8.35,13,13,11,13,10,14,11,14,14,10,MMC253,En2
343,165_3,1,VI003514BG,10/6/2022,12/26/2022,81,20,3.27,148,84,12.2,5.91,12,12,12,15,13,10,10,13,12,13,MMC188,En2
344,165_4,1,VI003925B-BLM,10/6/2022,12/21/2022,76,20,3.52,118,40,12.3,5.64,13,10,14,12,12,12,12,14,12,12,MMC223,En2
345,165_5,1,VI003951AG,10/6/2022,12/26/2022,81,20,5.44,266,168,14.5,11.29,17,15,12,14,14,17,14,12,15,15,MMC230,En2
346,166_1,2,VI000238,10/6/2022,12/26/2022,81,20,3.66,132,76,10.5,5.26,12,10,11,9,9,10,9,13,12,10,MMC11,En2
347,166_2,2,VI003440AG,10/6/2022,12/26/2022,81,20,4.35,260,166,11.5,7.17,12,10,12,12,12,13,12,11,12,9,MMC180,En2
348,166_3,2,VI003685BG,10/6/2022,12/26/2022,81,20,4.16,218,134,13.2,7.69,11,14,15,14,14,11,13,13,13,14,MMC203,En2
349,166_4,2,VI004096AG,10/6/2022,12/26/2022,81,20,3.29,160,78,13.2,5.72,14,10,14,13,14,14,14,13,13,13,MMC242,En2
